itemID,name,slot,subType,quality,itemLevel,requiredLevel,requiredSkill,expansion,source,profession,specialization,skill,classes,binding,recipeSpellID,itemURL,recipeURL
10518,Parachute Cloak,Back,Cloaks,Uncommon,45,,Engineering (225),Classic,World Drop,Engineering,,225,,BoE,12616,https://www.wowhead.com/wotlk/item=10518,https://www.wowhead.com/wotlk/spell=12616
10506,Deepdive Helmet,Head,Cloth Armor,Uncommon,46,,Engineering (230),Classic,Vendor,Engineering,,230,,BoE,12617,https://www.wowhead.com/wotlk/item=10506,https://www.wowhead.com/wotlk/spell=12617
10503,Rose Colored Goggles,Head,Cloth Armor,Uncommon,46,,Engineering (230),Classic,Trainer,Engineering,,230,,BoE,12618,https://www.wowhead.com/wotlk/item=10503,https://www.wowhead.com/wotlk/spell=12618
10726,Gnomish Mind Control Cap,Head,Cloth Armor,Uncommon,47,,Engineering (215),Classic,Trainer,Engineering,Gnomish Engineer,235,,BoE,12907,https://www.wowhead.com/wotlk/item=10726,https://www.wowhead.com/wotlk/spell=12907
10588,Goblin Rocket Helmet,Head,Cloth Armor,Uncommon,47,,Engineering (235),Classic,Trainer,Engineering,Goblin Engineer,245,,BoE,12758,https://www.wowhead.com/wotlk/item=10588,https://www.wowhead.com/wotlk/spell=12758
10504,Green Lens,Head,Cloth Armor,Rare,49,,Engineering (245),Classic,Trainer,Engineering,,245,,BoE,12622,https://www.wowhead.com/wotlk/item=10504,https://www.wowhead.com/wotlk/spell=12622
15999,Spellpower Goggles Xtreme Plus,Head,Cloth Armor,Uncommon,54,,Engineering (270),Classic,Trainer,Engineering,,270,,BoE,19794,https://www.wowhead.com/wotlk/item=15999,https://www.wowhead.com/wotlk/spell=19794
18637,Major Recombobulator,Trinket,Trinkets,Uncommon,55,,Engineering (275),Classic,Dungeon Drop,Engineering,,275,,BoE,23079,https://www.wowhead.com/wotlk/item=18637,https://www.wowhead.com/wotlk/spell=23079
16008,Master Engineer's Goggles,Head,Cloth Armor,Uncommon,58,,Engineering (280),Classic,Trainer,Engineering,,290,,BoE,19825,https://www.wowhead.com/wotlk/item=16008,https://www.wowhead.com/wotlk/spell=19825
16009,Voice Amplification Modulator,Neck,Amulets,Uncommon,58,,,Classic,"Mob Drop, Dungeon Drop",Engineering,,290,,BoE,19819,https://www.wowhead.com/wotlk/item=16009,https://www.wowhead.com/wotlk/spell=19819
23835,Gnomish Poultryizer,Trinket,Trinkets,Rare,68,,Engineering (340),The Burning Crusade,Trainer,Engineering,Gnomish Engineer,340,,BoE,30569,https://www.wowhead.com/wotlk/item=23835,https://www.wowhead.com/wotlk/spell=30569
23836,Goblin Rocket Launcher,Trinket,Trinkets,Rare,70,,Engineering (350),The Burning Crusade,Trainer,Engineering,Goblin Engineer,350,,BoE,30563,https://www.wowhead.com/wotlk/item=23836,https://www.wowhead.com/wotlk/spell=30563
40895,Gnomish X-Ray Specs,Head,Miscellaneous (Armor),Rare,80,,Engineering (350),Wrath of the Lich King,Trainer,Engineering,Gnomish Engineer,425,,BoE,56473,https://www.wowhead.com/wotlk/item=40895,https://www.wowhead.com/wotlk/spell=56473
23761,Power Amplification Goggles,Head,Cloth Armor,Rare,89,,Engineering (340),The Burning Crusade,World Drop,Engineering,,340,,BoE,30317,https://www.wowhead.com/wotlk/item=23761,https://www.wowhead.com/wotlk/spell=30317
23838,Foreman's Enchanted Helmet,Head,Cloth Armor,Epic,95,,Engineering (350),The Burning Crusade,Trainer,Engineering,Goblin Engineer,375,,BoP,30565,https://www.wowhead.com/wotlk/item=23838,https://www.wowhead.com/wotlk/spell=30565
23839,Foreman's Reinforced Helmet,Head,Mail Armor,Epic,95,,Engineering (350),The Burning Crusade,Trainer,Engineering,Goblin Engineer,375,,BoP,30566,https://www.wowhead.com/wotlk/item=23839,https://www.wowhead.com/wotlk/spell=30566
23829,Gnomish Battle Goggles,Head,Leather Armor,Epic,95,,Engineering (375),The Burning Crusade,Trainer,Engineering,Gnomish Engineer,375,,BoP,30575,https://www.wowhead.com/wotlk/item=23829,https://www.wowhead.com/wotlk/spell=30575
23828,Gnomish Power Goggles,Head,Cloth Armor,Epic,95,,Engineering (375),The Burning Crusade,Trainer,Engineering,Gnomish Engineer,375,,BoP,30574,https://www.wowhead.com/wotlk/item=23828,https://www.wowhead.com/wotlk/spell=30574
23758,Cogspinner Goggles,Head,Leather Armor,Rare,106,,Engineering (340),The Burning Crusade,Vendor,Engineering,,340,,BoE,30316,https://www.wowhead.com/wotlk/item=23758,https://www.wowhead.com/wotlk/spell=30316
23825,Nigh Invulnerability Belt,Waist,Cloth Armor,Rare,109,,Engineering (350),The Burning Crusade,Trainer,Engineering,Gnomish Engineer,350,,BoE,30570,https://www.wowhead.com/wotlk/item=23825,https://www.wowhead.com/wotlk/spell=30570
23763,Hyper-Vision Goggles,Head,Leather Armor,Rare,112,,Engineering (360),The Burning Crusade,Mob Drop,Engineering,,360,,BoE,30325,https://www.wowhead.com/wotlk/item=23763,https://www.wowhead.com/wotlk/spell=30325
23824,Rocket Boots Xtreme,Feet,Leather Armor,Rare,112,,Engineering (330),The Burning Crusade,"Mob Drop, Dungeon Drop",Engineering,,355,,BoE,30556,https://www.wowhead.com/wotlk/item=23824,https://www.wowhead.com/wotlk/spell=30556
35581,Rocket Boots Xtreme Lite,Feet,Cloth Armor,Rare,112,,Engineering (330),The Burning Crusade,"Mob Drop, Dungeon Drop",Engineering,,355,,BoE,46697,https://www.wowhead.com/wotlk/item=35581,https://www.wowhead.com/wotlk/spell=46697
23762,Ultra-Spectropic Detection Goggles,Head,Cloth Armor,Rare,112,,Engineering (350),The Burning Crusade,Vendor,Engineering,,350,,BoE,30318,https://www.wowhead.com/wotlk/item=23762,https://www.wowhead.com/wotlk/spell=30318
40865,Noise Machine,Trinket,Trinkets,Rare,167,,Engineering (390),Wrath of the Lich King,Trainer,Engineering,,420,,BoE,56467,https://www.wowhead.com/wotlk/item=40865,https://www.wowhead.com/wotlk/spell=56467
40767,Sonic Booster,Trinket,Trinkets,Rare,167,,Engineering (390),Wrath of the Lich King,Trainer,Engineering,,420,,BoE,56466,https://www.wowhead.com/wotlk/item=40767,https://www.wowhead.com/wotlk/spell=56466
41112,Mechanized Snow Goggles,Head,Cloth Armor,Rare,183,,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,420,"Mage, Priest, Warlock",BoE,56465,https://www.wowhead.com/wotlk/item=41112,https://www.wowhead.com/wotlk/spell=56465
44742,Mechanized Snow Goggles,Head,Plate Armor,Rare,183,,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,420,"Druid, Rogue",BoE,61481,https://www.wowhead.com/wotlk/item=44742,https://www.wowhead.com/wotlk/spell=61481
44742,Mechanized Snow Goggles,Head,Plate Armor,Rare,183,,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,420,"Hunter, Shaman",BoE,61482,https://www.wowhead.com/wotlk/item=44742,https://www.wowhead.com/wotlk/spell=61482
44742,Mechanized Snow Goggles,Head,Plate Armor,Rare,183,,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,420,"Death Knight, Paladin, Warrior",BoE,61483,https://www.wowhead.com/wotlk/item=44742,https://www.wowhead.com/wotlk/spell=61483
41121,Gnomish Lightning Generator,Trinket,Trinkets,Rare,200,,Engineering (425),Wrath of the Lich King,Trainer,Engineering,,425,,BoP,56469,https://www.wowhead.com/wotlk/item=41121,https://www.wowhead.com/wotlk/spell=56469
4362,Rough Boomstick,Ranged,Guns,Uncommon,10,5,,Classic,Trainer,Engineering,,50,,BoE,3925,https://www.wowhead.com/wotlk/item=4362,https://www.wowhead.com/wotlk/spell=3925
4369,Deadly Blunderbuss,Ranged,Guns,Uncommon,21,16,,Classic,Trainer,Engineering,,105,,BoE,3936,https://www.wowhead.com/wotlk/item=4369,https://www.wowhead.com/wotlk/spell=3936
4372,Lovingly Crafted Boomstick,Ranged,Guns,Uncommon,24,19,,Classic,Vendor,Engineering,,120,,BoE,3939,https://www.wowhead.com/wotlk/item=4372,https://www.wowhead.com/wotlk/spell=3939
4379,Silver-plated Shotgun,Ranged,Guns,Uncommon,26,21,,Classic,Trainer,Engineering,,130,,BoE,3949,https://www.wowhead.com/wotlk/item=4379,https://www.wowhead.com/wotlk/spell=3949
4383,Moonsight Rifle,Ranged,Guns,Uncommon,29,24,,Classic,World Drop,Engineering,,145,,BoE,3954,https://www.wowhead.com/wotlk/item=4383,https://www.wowhead.com/wotlk/spell=3954
4396,Mechanical Dragonling,Trinket,Trinkets,Uncommon,40,30,Engineering (200),Classic,Vendor,Engineering,,200,,BoE,3969,https://www.wowhead.com/wotlk/item=4396,https://www.wowhead.com/wotlk/spell=3969
10508,Mithril Blunderbuss,Ranged,Guns,Uncommon,41,36,,Classic,Trainer,Engineering,,205,,BoE,12595,https://www.wowhead.com/wotlk/item=10508,https://www.wowhead.com/wotlk/spell=12595
10510,Mithril Heavy-bore Rifle,Ranged,Guns,Uncommon,44,39,,Classic,World Drop,Engineering,,220,,BoE,12614,https://www.wowhead.com/wotlk/item=10510,https://www.wowhead.com/wotlk/spell=12614
10576,Mithril Mechanical Dragonling,Trinket,Trinkets,Uncommon,50,40,Engineering (250),Classic,Vendor,Engineering,,250,,BoE,12624,https://www.wowhead.com/wotlk/item=10576,https://www.wowhead.com/wotlk/spell=12624
18634,Gyrofreeze Ice Reflector,Trinket,Trinkets,Rare,52,47,Engineering (260),Classic,Vendor,Engineering,,260,,BoE,23077,https://www.wowhead.com/wotlk/item=18634,https://www.wowhead.com/wotlk/spell=23077
15995,Thorium Rifle,Ranged,Guns,Uncommon,52,47,,Classic,Trainer,Engineering,,260,,BoE,19792,https://www.wowhead.com/wotlk/item=15995,https://www.wowhead.com/wotlk/spell=19792
45631,High-powered Flashlight,Trinket,Trinkets,Rare,54,49,,Wrath of the Lich King,Trainer,Engineering,,250,,BoE,63750,https://www.wowhead.com/wotlk/item=45631,https://www.wowhead.com/wotlk/spell=63750
16004,Dark Iron Rifle,Ranged,Guns,Rare,55,50,,Classic,"Mob Drop, Dungeon Drop",Engineering,,275,,BoE,19796,https://www.wowhead.com/wotlk/item=16004,https://www.wowhead.com/wotlk/spell=19796
16022,Arcanite Dragonling,Trinket,Trinkets,Rare,60,50,Engineering (300),Classic,Mob Drop,Engineering,,300,,BoE,19830,https://www.wowhead.com/wotlk/item=16022,https://www.wowhead.com/wotlk/spell=19830
18638,Hyper-Radiant Flame Reflector,Trinket,Trinkets,Rare,58,53,Engineering (290),Classic,"Mob Drop, Dungeon Drop",Engineering,,290,,BoE,23081,https://www.wowhead.com/wotlk/item=18638,https://www.wowhead.com/wotlk/spell=23081
18639,Ultra-Flash Shadow Reflector,Trinket,Trinkets,Rare,60,55,Engineering (300),Classic,"Mob Drop, Dungeon Drop",Engineering,,300,,BoE,23082,https://www.wowhead.com/wotlk/item=18639,https://www.wowhead.com/wotlk/spell=23082
16007,Flawless Arcanite Rifle,Ranged,Guns,Rare,61,56,,Classic,Mob Drop,Engineering,,300,,BoE,19833,https://www.wowhead.com/wotlk/item=16007,https://www.wowhead.com/wotlk/spell=19833
19999,Bloodvine Goggles,Head,Cloth Armor,Rare,65,60,Engineering (300),Classic,Vendor,Engineering,,300,,BoE,24356,https://www.wowhead.com/wotlk/item=19999,https://www.wowhead.com/wotlk/spell=24356
19998,Bloodvine Lens,Head,Leather Armor,Rare,65,60,Engineering (300),Classic,Vendor,Engineering,,300,,BoE,24357,https://www.wowhead.com/wotlk/item=19998,https://www.wowhead.com/wotlk/spell=24357
18282,Core Marksman Rifle,Ranged,Guns,Epic,65,60,,Classic,Raid Drop,Engineering,,300,,BoE,22795,https://www.wowhead.com/wotlk/item=18282,https://www.wowhead.com/wotlk/spell=22795
18168,Force Reactive Disk,Off Hand,Shields,Epic,65,60,Engineering (300),Classic,Raid Drop,Engineering,,300,,BoE,22797,https://www.wowhead.com/wotlk/item=18168,https://www.wowhead.com/wotlk/spell=22797
32478,Deathblow X11 Goggles,Head,Leather Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,"Druid, Rogue",BoP,41317,https://www.wowhead.com/wotlk/item=32478,https://www.wowhead.com/wotlk/spell=41317
32494,Destruction Holo-gogs,Head,Cloth Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,"Mage, Priest, Warlock",BoP,41320,https://www.wowhead.com/wotlk/item=32494,https://www.wowhead.com/wotlk/spell=41320
32461,Furious Gizmatic Goggles,Head,Plate Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,"Paladin, Warrior",BoP,40274,https://www.wowhead.com/wotlk/item=32461,https://www.wowhead.com/wotlk/spell=40274
32476,Gadgetstorm Goggles,Head,Mail Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Shaman,BoP,41315,https://www.wowhead.com/wotlk/item=32476,https://www.wowhead.com/wotlk/spell=41315
32472,Justicebringer 2000 Specs,Head,Plate Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Paladin,BoP,41311,https://www.wowhead.com/wotlk/item=32472,https://www.wowhead.com/wotlk/spell=41311
32475,Living Replicator Specs,Head,Mail Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Shaman,BoP,41316,https://www.wowhead.com/wotlk/item=32475,https://www.wowhead.com/wotlk/spell=41316
32480,Magnified Moon Specs,Head,Leather Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Druid,BoP,41319,https://www.wowhead.com/wotlk/item=32480,https://www.wowhead.com/wotlk/spell=41319
32495,Powerheal 4000 Lens,Head,Cloth Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Priest,BoP,41321,https://www.wowhead.com/wotlk/item=32495,https://www.wowhead.com/wotlk/spell=41321
32474,Surestrike Goggles v2.0,Head,Mail Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,"Hunter, Shaman",BoP,41314,https://www.wowhead.com/wotlk/item=32474,https://www.wowhead.com/wotlk/spell=41314
32473,Tankatronic Goggles,Head,Plate Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,"Paladin, Warrior",BoP,41312,https://www.wowhead.com/wotlk/item=32473,https://www.wowhead.com/wotlk/spell=41312
32479,Wonderheal XT40 Shades,Head,Leather Armor,Epic,127,62,Engineering (350),The Burning Crusade,Trainer,Engineering,,350,Druid,BoP,41318,https://www.wowhead.com/wotlk/item=32479,https://www.wowhead.com/wotlk/spell=41318
23742,Fel Iron Musket,Ranged,Guns,Uncommon,99,63,,The Burning Crusade,Trainer,Engineering,,320,,BoE,30312,https://www.wowhead.com/wotlk/item=23742,https://www.wowhead.com/wotlk/spell=30312
23746,Adamantite Rifle,Ranged,Guns,Uncommon,117,69,,The Burning Crusade,Vendor,Engineering,,350,,BoE,30313,https://www.wowhead.com/wotlk/item=23746,https://www.wowhead.com/wotlk/spell=30313
32756,Gyro-Balanced Khorium Destroyer,Ranged,Guns,Epic,105,70,,The Burning Crusade,Trainer,Engineering,,375,,BoE,41307,https://www.wowhead.com/wotlk/item=32756,https://www.wowhead.com/wotlk/spell=41307
23747,Felsteel Boomstick,Ranged,Guns,Rare,108,70,,The Burning Crusade,Mob Drop,Engineering,,360,,BoE,30314,https://www.wowhead.com/wotlk/item=23747,https://www.wowhead.com/wotlk/spell=30314
23748,Ornate Khorium Rifle,Ranged,Guns,Rare,115,70,,The Burning Crusade,World Drop,Engineering,,375,,BoE,30315,https://www.wowhead.com/wotlk/item=23748,https://www.wowhead.com/wotlk/spell=30315
34847,Annihilator Holo-Gogs,Head,Cloth Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,"Mage, Priest, Warlock",BoP,46111,https://www.wowhead.com/wotlk/item=34847,https://www.wowhead.com/wotlk/spell=46111
34357,Hard Khorium Goggles,Head,Plate Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,"Paladin, Warrior",BoP,46115,https://www.wowhead.com/wotlk/item=34357,https://www.wowhead.com/wotlk/spell=46115
35182,Hyper-Magnified Moon Specs,Head,Leather Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Druid,BoP,46109,https://www.wowhead.com/wotlk/item=35182,https://www.wowhead.com/wotlk/spell=46109
35185,Justicebringer 3000 Specs,Head,Plate Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Paladin,BoP,46107,https://www.wowhead.com/wotlk/item=35185,https://www.wowhead.com/wotlk/spell=46107
34355,Lightning Etched Specs,Head,Mail Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Shaman,BoP,46112,https://www.wowhead.com/wotlk/item=34355,https://www.wowhead.com/wotlk/spell=46112
34354,Mayhem Projection Goggles,Head,Plate Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,"Death Knight, Paladin, Warrior",BoP,46114,https://www.wowhead.com/wotlk/item=34354,https://www.wowhead.com/wotlk/spell=46114
35181,Powerheal 9000 Lens,Head,Cloth Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Priest,BoP,46108,https://www.wowhead.com/wotlk/item=35181,https://www.wowhead.com/wotlk/spell=46108
35184,Primal-Attuned Goggles,Head,Mail Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Shaman,BoP,46110,https://www.wowhead.com/wotlk/item=35184,https://www.wowhead.com/wotlk/spell=46110
34353,Quad Deathblow X44 Goggles,Head,Leather Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,"Druid, Rogue",BoP,46116,https://www.wowhead.com/wotlk/item=34353,https://www.wowhead.com/wotlk/spell=46116
34356,Surestrike Goggles v3.0,Head,Mail Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,"Hunter, Shaman",BoP,46113,https://www.wowhead.com/wotlk/item=34356,https://www.wowhead.com/wotlk/spell=46113
35183,Wonderheal XT68 Shades,Head,Leather Armor,Epic,159,70,Engineering (350),The Burning Crusade,Raid Drop,Engineering,,375,Druid,BoP,46106,https://www.wowhead.com/wotlk/item=35183,https://www.wowhead.com/wotlk/spell=46106
42549,Armored Titanium Goggles,Head,Plate Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,"Death Knight, Paladin, Warrior",BoP,56480,https://www.wowhead.com/wotlk/item=42549,https://www.wowhead.com/wotlk/spell=56480
42552,Charged Titanium Specs,Head,Plate Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,"Death Knight, Paladin, Warrior",BoP,56483,https://www.wowhead.com/wotlk/item=42552,https://www.wowhead.com/wotlk/spell=56483
42555,Electroflux Sight Enhancers,Head,Mail Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,Shaman,BoP,56487,https://www.wowhead.com/wotlk/item=42555,https://www.wowhead.com/wotlk/spell=56487
42554,Greensight Gogs,Head,Leather Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,Druid,BoP,56486,https://www.wowhead.com/wotlk/item=42554,https://www.wowhead.com/wotlk/spell=56486
42551,Truesight Ice Blinders,Head,Mail Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,"Hunter, Shaman",BoP,56574,https://www.wowhead.com/wotlk/item=42551,https://www.wowhead.com/wotlk/spell=56574
44949,Unbreakable Healing Amplifiers,Head,Plate Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,Paladin,BoP,62271,https://www.wowhead.com/wotlk/item=44949,https://www.wowhead.com/wotlk/spell=62271
42553,Visage Liquification Goggles,Head,Cloth Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,"Mage, Priest, Warlock",BoP,56484,https://www.wowhead.com/wotlk/item=42553,https://www.wowhead.com/wotlk/spell=56484
42550,Weakness Spectralizers,Head,Leather Armor,Epic,200,72,Engineering (400),Wrath of the Lich King,Trainer,Engineering,,440,Druid,BoP,56481,https://www.wowhead.com/wotlk/item=42550,https://www.wowhead.com/wotlk/spell=56481
39688,"Mark ""S"" Boomstick",Ranged,Guns,Rare,167,73,,Wrath of the Lich King,Trainer,Engineering,,400,,BoP,54353,https://www.wowhead.com/wotlk/item=39688,https://www.wowhead.com/wotlk/spell=54353
41168,Armor Plated Combat Shotgun,Ranged,Guns,Epic,200,80,,Wrath of the Lich King,Trainer,Engineering,,450,,BoE,56479,https://www.wowhead.com/wotlk/item=41168,https://www.wowhead.com/wotlk/spell=56479
44504,Nesingwary 4000,Ranged,Guns,Epic,200,80,,Wrath of the Lich King,Trainer,Engineering,,450,,BoE,60874,https://www.wowhead.com/wotlk/item=44504,https://www.wowhead.com/wotlk/spell=60874
