206	Throw them at the Torch Target Braziers nearby.
207	You must throw the torches at the correct braziers.
208	Throw the torches at the Torch Target Braziers when they have a floating red arrow point down above them.
209	You will have 40 seconds to complete this before the quest fails.
210	If you fail the quest, accept it again from the Master Fire Eater.
211	As soon as you light the torch, it will fly in the air.
212	There will be a small round shadow on the ground indicating where the torch is flying.
213	Follow that shadow and catch the torch.
214	When you catch the torch, it will be thrown in the air again.
215	Follow the shadow again and catch the torch.
216	Do this until you've caught the torch 4 times in a row without it hitting the ground.
217	Under the tent.
218	Numa can be found inside The Slave Pens dungeon on any difficulty.
219	She is at the beginning of the dungeon as you zone in.
220	Ahune is level 73 elite and will require a group to kill.
221	Luma can be found inside The Slave Pens dungeon on any difficulty.
222	She is near the beginning of the dungeon before Mennu the Betrayer.
223	The Ice Stone can be found inside The Slave Pens dungeon on any difficulty.
224	It is near the beginning of the dungeon before Mennu the Betrayer.
225	Turning in this quest will summon Ahune.
226	Ahune will immediately attack.
227	It spawns after he dies.
228	If you fail, return to the Master Flame Eater to start again.
229	Do this until you've caught the torch 10 times in a row without it hitting the ground.
230	Completing this will flag you for PvP combat for five minutes.
231	It is recommended that you be level capped when attempting to complete this guide step.
232	You will enter the opposing faction's capital city.
233	Be sure to enter the mine as well.
234	You can find more inside the building.
235	It only takes 2 Felcloth to make a Mooncloth, but it requires a rare Tailoring pattern and has a 4 day cooldown.
236	This spell has a 4 day cooldown.
237	You can find more inside the nearby crypt buildings.
238	These are only dropped by Coyote enemies.
239	These are only dropped by Boar enemies.
240	These are only dropped by Vulture enemies.
241	Thunderheads will not drop this item.
242	They spawn all along the coast, so you can move down to get more.
243	You can find more further down the coast.
244	They are found all along the coastline.
245	They are inside of the Small Barnacled Clams.
246	They are underwater along this path.
247	Follow the river north for more schools.
248	You will need level 100 Fishing to catch these.
249	These are only dropped by Dread enemies.
250	You will need level 130 Fishing to catch these.
251	They look like large shells underwater around this area.
252	Elixirs of Water Breathing are very helpful while farming these.
253	You will need level 205 Fishing to catch these.
254	This fish can only be caught during the day; they cannot be caught between midnight and 6 AM server time.
255	Only Plague Ravagers and Blighted Surges will drop this item.
256	Rotting Behemoths and Decaying Horrors can drop Heart of the Wild.
257	The enemies share spawn points, so killing the oozes will spawn more elemental enemies.
258	You can disenchant old gear or buy some off the Auction House.
259	You may sometimes get Small Glimmering Shards instead of Strange Dust.
260	You may sometimes get Strange Dust instead of Lesser Magic Essence.
261	You may sometimes get Strange Dust instead of Greater Magic Essence.
262	You can turn 3 Lesser Magic Essences into a Greater Magic Essence.
263	You may sometimes get Dream Dust instead of Lesser Eternal Essence.
264	You may sometimes get Illusion Dust instead of Greater Eternal Essence.
265	You can turn 3 Lesser Eternal Essences into a Greater Eternal Essence.
266	You may sometimes get Dream Dust instead of Small Brilliant Shards.
267	You may very rarely get Nexus Crystals instead of Large Brilliant Shards.
268	You may sometimes get Greater Eternal Essence instead of Illusion Dust.
269	You will need to join and form a group for this.
270	It will be to the left of the rat gate.
271	All Crimson enemies in The Scarlet Bastion have a chance to drop the orb.
272	Scholomance Necromancers and Scholomance Dark Summoners are the only enemies besides bosses that will drop them.
273	It will be up the ramp past the broken trap.
274	Once up the first ramp, it will be in the far northwest corner of the room.
275	Only one person will be able to loot it.
276	They are found all around the zone.
277	Track them on your minimap with "Find Herbs".
278	You will need level 15 Herbalism to collect Earthroot.
279	You will need level 50 Herbalism to collect these.
280	They are underwater along the path.
281	Bring Water Walking Potions.
282	You will need level 85 Herbalism to collect these.
283	Briarthorn can share a spawn with other herbs in the area, so pick them all.
284	You will need level 70 Herbalism to collect these.
285	You will need level 100 Herbalism to collect these.
286	You will need level 115 Herbalism to collect these.
287	They spawn in this small area.
288	You will need level 120 Herbalism to collect these.
289	You will need level 125 Herbalism to collect these.
290	You will need level 150 Herbalism to collect these.
291	Watch out for horde guards along the main road.
292	You will need level 160 Herbalism to collect these.
293	You will need level 170 Herbalism to collect these.
294	You will need level 195 Herbalism to collect these.
295	They have a 10% chance to be gathered from Purple Lotus around the Altar.
296	You will need level 210 Herbalism to collect these.
297	You will need level 205 Herbalism to collect these.
298	You will need level 220 Herbalism to collect these.
299	You will need level 230 Herbalism to collect these.
300	You will need level 235 Herbalism to collect these.
301	You will need level 245 Herbalism to collect these.
302	They spawn inside of the cave along this path as well as outside of it.
303	You will need level 250 Herbalism to collect these.
304	You will need level 260 Herbalism to collect these.
305	You will need level 280 Herbalism to collect these.
306	You will need level 285 Herbalism to collect these.
307	You will need level 290 Herbalism to collect these.
308	You will need level 300 Herbalism to collect these.
309	These are extremely rare.
310	Pick other herbs on the path to have a chance to spawn them.
311	Track them on your minimap with "Find Minerals".
312	You will need level 65 Mining to collect Tin Ore and 75 to collect Silver Ore.
313	These are a rare drop from Tin and Silver Ore nodes.
314	You will need level 125 Mining to collect Iron Ore and 155 to collect Gold Ore.
315	You will need level 175 Mining to collect Mithril Ore and 230 to collect Truesilver Ore.
316	You will need level 230 Mining to collect these.
317	These are a rare spawn.
318	However, they can be found more consistently inside the Blackrock Depths dungeon and Molten Core raid.
319	You will need level 245 Mining to collect these.
320	These are level 60-61 Elite enemies.
321	You must be attuned to enter the raid.
322	Skin their corpses.
323	You will need level 170 Skinning to collect these.
324	You will need level 70 Skinning to collect these.
325	They walk in packs around this area.
326	Thunderheads and Stormhides won't drop this item.
327	Only beast enemies will be skinnable.
328	You will need level 100 Skinning to collect these.
329	You will need level 155 Skinning to collect these.
330	You will need level 115 Skinning to collect these.
331	You will need level 185 Skinning to collect these.
332	You will need level 205 Skinning to collect these.
333	You will need level 210 Skinning to collect these.
334	You will need level 245 Skinning to collect these.
335	You will need level 215 Skinning to collect these.
336	These are level 54-56 Elite enemies.
337	It is recommended you clear the area of other enemies before fighting the Devilsaur.
338	You will need level 270 Skinning to collect these.
339	You will need level 275 Skinning to collect these.
340	Any Scalebane, Wyrmkin, Green or Dragonkin enemy.
341	Any Draconic or Blue enemy.
342	These are level 50-54 Elite enemies.
343	You will need level 250 Skinning to collect these.
344	Most of the enemies around this area are Elite.
345	You will need level 260 Skinning to collect these.
346	They are trash mobs found throughout the raid and the second raid boss.
347	Level 61's require 305 Skinning, level 62's require 310 Skinning, and bosses require 315 Skinning.
348	Skin its corpse.
349	You will need level 315 Skinning to collect these.
350	These are level 57-62 Elite enemies.
351	You will need level 300 Skinning to collect these.
352	Level 61's require 305 Skinning and level 62's require 310 Skinning.
353	A Fishing Pole can be purchased near most Fishing profession trainers.
354	Fish in the water.
355	You must have a Fishing Pole equipped to fish.
356	List the items you want to sell on the Auction House.
357	For a full clear, Hellfire Ramparts will provide 633 reputation.
358	For a full clear, the Blood Furnace will net 750 reputation.
359	For optimal rep gains, it may be best to grind to 5999 Friendly before starting the Hellfire Peninsula leveling guide.
360	If you prefer to skip this, click the line below.
361	Refer to the guide to accomplish this.
362	Full clears net around 1,600 reputation.
363	A full clear of Heroic Hellfire Rampart nets roughly 2,500 reputation.
364	A full clear of Heroic Blood Furnace nets roughly 2,700 reputation.
365	A full clear of Heroic Shattered Halls nets roughly 2,900 reputation.
366	A full clear of Normal Shattered Halls nets roughly 1,600 reputation.
367	This quest is repeatable until Honored.
368	You can also run the Slave Pens and Underbog for reputation up until Honored.
369	This is contained in the Package of Identified Plants.
370	There is a low chance of obtaining this item.
371	A full clear of Heroic Slave Pens nets roughly 2,750 reputation.
372	A full clear of Underbog nets roughly 2,600 reputation.
373	A full clear of Heroic Steamvaults nets roughly 2,600 reputation.
374	A full clear of Normal Steamvaults nets roughly 1,600 reputation.
375	You will only need this many if you plan to run no instances.
376	A full clear of Auchenai Crypts nets roughly 700 reputation.
377	A full clear of Sethekk Halls nets roughly 1000 reputation.
378	A full clear of Shadow Labyrinth nets roughly 1750 reputation.
379	You can also run Auchenai Crypts, Sethekk Halls or Shadow Labyrunth for reputation up until Honored.
380	A full clear of Heroic Auchenai Crpts nets roughly 2,000 reputation.
381	A full clear of Heroic Sethekk Halls nets roughly 2,000 reputation.
382	A full clear of Heroic Shadow Labyrinth nets roughly 2,700 reputation.
383	A full clear of Normal Sethekk Halls nets roughly 1,000 reputation.
384	A full clear of Normal Shadow Labyrinth nets roughly 1,700 reputation.
385	He walks along the bridge.
386	Make sure you follow it or you will have to repeat this step.
387	Marking it with a Raid Target Icon can help track it.
388	He walks around this area on a big purple bird.
389	Use it next to the floating crystal.
390	They will spawn in waves for 2 minutes.
391	Avoid the Arcane Annihilators, they can see through the disguise.
392	Listen to the information provided in the room full of blood elves.
393	Use it on Socrethar.
394	On the ground around this area.
395	Standing on the balcony.
396	Destroy them all to make Haalum vulnerable.
397	Downstairs.
398	It only lasts for a minute.
399	Use it when Varedis is at low health.
400	Every 10 Sunfury Signets turned in nets 250 reputation.
401	Each Arcane Tome turn in nets 350 reputation.
402	Click the line above to continue farming.
403	He walks around inside Manaforge Ara and stops in at this small side room.
404	Destroy them all to make Lakaan vulnerable.
405	Destroy them all to make Uylaru vulnerable.
406	Destroy them all to make Eykenen vulnerable.
407	Every 10 Mark of Sargeras turned in nets 250 reputation.
408	Each Fel Armament turn in nets 350 reputation.
409	He walks along this path
410	Combine 5 giblets into a carcass.
411	Stand on tall rocks or crystals.
412	They look like big thorns with a glowing red ball atop them on the ground around this area.
413	Use it on Enslaved Netherwing Drakes.
414	Kill the Dragonmaw Subjugator after you free them.
415	This enemy is elite and will require a group.
416	To avoid having to fight demons, pull Zuluhed the Whacked into one of the small buildings on either side of him when he casts a summoning portal.
417	Flying is required to continue this questline.
418	They look like dark purple eggs with blue crystals on them all over Netherwing Ledge.
419	They spawn in various places, so you will probably need to search for them.
420	Use the "Netherwing Eggs" guide for known locations.
421	Complete daily quests using the "Netherwing Daily Quests" guide.
422	You can also farm eggs using the "Netherwing Egg" guide.
423	Farm them with skinning or purchase them from the auction house.
424	Dodge the pumpkins that Murg throws at you.
425	The easiest strategy is to fly behind and above him, so that you are looking down on him as you fly.
426	Dodge the green bombs that Trope the Filth-Belcher throws at you.
427	The easiest strategy is to fly behind under him.
428	Strafe to the sides when he throws the bombs and you can dodge them easily.
429	Dodge the skulls that Corlok the Vet throws at you.
430	The easiest strategy is to fly close behind and above him while looking down.
431	Strafe to the sides when he throws the skulls and you can dodge them easily.
432	Dodge the fireballs that Wing Commander Ichman throws at you.
433	The easiest strategy is to fly behind and far above him while looking down.
434	Strafe to the sides when he throws fireballs and you can dodge them easily.
435	He does sharp turns and maneuvers, so it's easy to lose track of him if you aren't careful.
436	Dodge the lightning bolts that Wing Commander Mulverick throws at you.
437	The lightning bolts will follow you, unlike the previous race quests.
438	The easiest strategy is to fly beside him, while strafing, and almost ahead of him.
439	Dodge the meteors that fall all around you.
440	The easiest strategy is to fly beside him while strafing and almost ahead of him.
441	Stay close to him and the meteors will hit both of you, stopping him for a second and allowing you to catch up to him if needed.
442	Meteors will briefly stun you rather than dismount you.
443	He looks like a big Flayer mob that walks in a circle in this spot.
444	He will eventually submit.
445	You can find more inside the nearby cave.
446	The quest will show up once they are dead.
447	It looks like a green bush along the cliff wall around this area.
448	It looks like a viny green plant near the base of trees around this area.
449	It looks like a red leafy plant next to the big spiky rock formations around this area.
450	It looks like a big red ball on the ground around this area.
451	Walks all around Oshu'Gun, you'll probably have to look around.
452	After you loot it, there will be a bunch of undead that spawn around you in a circle.
453	Clear enemies around the area before you do.
454	Refer to the Thrallmar reputation guide to accomplish this.
455	Refer to the Lower City reputation guide to accomplish this.
456	Refer to the Cenarion Expedition reputation guide to accomplish this.
457	A full clear of the Mechanar nets roughly 1,600 reputation.
458	A full clear of the Botanica nets roughly 2,200 reputation.
459	A full clear of the Arcatraz nets roughly 1,800 reputation.
460	IMPORTANT: After defeating the boss, you will have 55 minute buff.
461	Your goal is to kill the Shattered Hand Executioner found behind the last boss of the dungeon before the timer runs out.
462	REMEMBER: Your goal is to kill the Shattered Hand Executioner before the prisoners are executed.
463	Behind Warchief Kargath Bladefist.
464	Defeat Harbinger Skyriss and make sure Millhouse lives.
465	"A Heap of Ethereals" becomes a daily after you turn the quest in.
466	A red arrow will appear and point to where you should go.
467	he walks along the wall here.
468	It can be Normal or Heroic.
469	On the floor in the room before Harbinger Skyriss.
470	There will be 3 of them.
471	Once you kill them, it will trigger an event.
472	Kill the enemies that spawn.
473	He patrols along the path of conquest with 4 adds.
474	A full clear of Heroic Mechanar nets roughly 2,100 reputation.
475	A full clear of Heroic Botanica nets roughly 3,200 reputation.
476	A full clear of Heroic Arcatraz nets roughly 2,600 reputation.
477	A full clear of Normal Mechanar nets roughly 1,600 reputation.
478	A full clear of Normal Botanica nets roughly 2,200 reputation.
479	A full clear of Normal Arcatraz nets roughly 1,800 reputation.
480	You can wait at Andormu while the Custodian explains.
481	A full clear of Heroic Old Hillsbrad Foothills nets roughly 2,300 reputation.
482	A full clear of Heroic Black Morass nets roughly 1,750 reputation.
483	A full clear of Normal Old Hillsbrad Foothills nets roughly 1,000 reputation.
484	A full clear of Normal Black Morass nets roughly 1,100 reputation.
485	They look like small puffy, balloon-shaped sacs on on the ground around this area.
486	Collect them in in stacks of 10.
487	You can complete the dungeon once pery day on Heroic and as many times as you want on Normal.
488	They look like small red flowery plants on the ground throughout the dungeon.
489	They can also drop from creatures in the dungeon.
490	Collect these and turn them in for more reputation after each run.
491	You will only be able to interact once they are dead.
492	They will attack in waves.
493	These are the objective of a repeatable quest.
494	Collect 10 at a time for turn-in purposes.
495	Collect them in stacks of 10.
496	You need 10 beads per turn in.
497	Each 10 Obsidian Warbeads will net 250 reputation.
498	Inside the broken building.
499	They look like upright tubes with purple energy flowing through them.
500	They look like small silverish boxes.
501	They look like flowers with pinkish purple petals.
502	He will stop at Warp-Gates to sabotage them multiple times.
503	Follow the Red Arrow that appears.
504	It looks like a small silver circle on the ground with green and red lights.
505	This buff lasts for 60 minutes.
506	It looks like a glowing pink orb.
507	He will stop to sabotage the Ethereum Conduit.
508	This will cause the Ethereum Gladiator to spawn eventually.
509	He will spawn at the same time as a Captured Protectorate Vanguard.
510	You will need to kill him before the Captured Protectorate Vanguard dies.
511	Protect him from enemies as you follow.
512	Kill whatever attacks you.
513	You can run Heroic Mana-Tombs and kill every mob in the instance.
514	If an enemy appers, kill it.
515	Collect them in multiples of 10.
516	Every 10 nets 250 rep.
517	Flying is required to complete this questline.
518	It appears after Grulloc dies.
519	Follow the path to find Maggoc.
520	It appears after Maggoc dies.
521	It appears after Slaag dies.
522	Stand in the fire until Vim'gol the Vile spawns.
523	It appears after Vim'gol dies.
524	Kill adds that attack in waves, defending the Soulgrinder.
525	It appears after Skulloc dies.
526	They look like large clusters of crystals on the ground around this area.
527	It looks like a small floating crystal hovering over a white orb on the ground.
528	Ignore the floating crystal and focus on the crystals on the ground.
529	Observe the color sequence and click the stones on the ground in the same order.
530	It's random every time, and you'll have to repeat 8 sequences.
531	If you fail, you will need to farm another Apexis Shard.
532	It looks like a metal machine with green bubbles floating out of it.
533	Use them on Fel Cannonball Stacks.
534	They look like piles of gray stones on the ground around this area.
535	They can only be used while on a flying mount.
536	Fel Cannons will try to shoot you down while flying.
537	Mount up on the ground near a Fel Cannonball Stack and immediately use the bombs on the stack.
538	This will dismount you quickly before a cannon can fire at you.
539	Use it on weakened Aether Rays around this area.
540	Reduce their health until you see a message indicating they can be wrangled.
541	If you are well-geared, you may need to unequip some of your gear to avoid killing them.
542	It's a huge floating crystal with alternating colors in the middle of the platform.
543	Only do this if you have good gear.
544	You will get hit for 7,000 damage each time.
545	This will make the quest mob spawn faster.
546	It will eventually spawn.
547	It's a big green crystal floating in green smoke above 4 metal vents.
548	Use the "Ogri'la Daily Quests" guide to accomplish this.
549	Kill Fear Fiends and Abyssal Flamebringers that spawn near the portal that opens.
550	Keep your Nether Ray out while killing Warp Chasers and wait until it is done eating before you kill another.
551	Loot it from Talonpriest Ishaal's corpse.
552	This will consume 10 Time-Lost Scrolls.
553	Loot it from Gezzarak the Huntress' corpse.
554	Loot it from Darkscreecher Akkarai's corpse.
555	Loot it from Karrog's corpse.
556	Loot it from Vakkiz the Windrager's corpse.
557	This will consume 1 Time-Lost Offering.
558	When he becomes immune, walk him over the blue smoke.
559	A meteor will come down and break his shield.
560	Killing Terokk will gain you 500 reputation with Ska'tari Skyguard.
561	Use the "Sha'tari Skyguard Daily Quests" guide to accomplish this.
562	You can also form a group and use the "Sha'tari Skyguard Terokk Farming" guide to kill elites for rep.
563	Use leveling guides to accomplish this.
564	Level 70 is optimal to start this guide.
565	Kill them near the totem you placed.
566	Blow the whistle near tubers.
567	Don't blow the whistle near the tuber unless a boar is in ear-shot, otherwise the tuber will vanish.
568	They look like a spiked brown egg with a green mist coming off from them.
569	Collect keys and open chests until you find the First Fragment.
570	They look like stone chests on the ground around this area.
571	They look like pink eggs with green mist around them on the ground around this area.
572	Plant the bundle near the east side of the bridge.
573	Hide until he dismisses his escort, Blood Lord Zarath.
574	Enter Eclipse Point. Once inside, use the disguise to cloak yourself.
575	Watch out for the dragonhawks as they see through the disguise.
576	You must be wearing the blood elf disguise.
577	He lands here and rides up to the fortress.
578	After each trip he despawns and has a 5 minute timer before he restarts his loop.
